Cust_num,Region,Age,Order_Quantity,Customer_Type,Improvement_Area,Overall_Satisfaction
1959,NORTH,31,63,Prime,Product Quality,1
1960,WEST,44,12,Non_Prime,Website UI,0
1961,NORTH,42,35,Non_Prime,Product Quality,0
1962,EAST,34,73,Prime,Product Quality,1
1963,SOUTH,36,69,Prime,Product Quality,1
1964,NORTH,57,19,Non_Prime,Product Quality,0
1965,NORTH,53,24,Prime,Website UI,0
1966,WEST,40,27,Non_Prime,Packing & Shipping,0
1967,EAST,67,35,Prime,Packing & Shipping,0
1968,WEST,62,8,Prime,Product Quality,0
1969,NORTH,18,39,Prime,Product Quality,1
1970,EAST,26,40,Prime,Website UI,1
1971,NORTH,34,30,Non_Prime,Product Quality,0
1972,SOUTH,30,28,Prime,Product Quality,0
1973,SOUTH,61,26,Prime,Packing & Shipping,0
1974,NORTH,43,95,Non_Prime,Product Quality,1
1975,NORTH,36,93,Prime,Packing & Shipping,1
1976,SOUTH,32,13,Prime,Website UI,0
1977,WEST,49,11,Non_Prime,Product Quality,0
1978,WEST,62,11,Non_Prime,Website UI,0
1979,WEST,30,46,Prime,Product Quality,1
1980,WEST,39,91,Prime,Website UI,1
1981,NORTH,45,11,Prime,Packing & Shipping,0
1982,NORTH,45,73,Prime,Website UI,1
1983,EAST,66,19,Non_Prime,Packing & Shipping,0
1984,SOUTH,42,15,Non_Prime,Website UI,0
1985,NORTH,33,67,Prime,Product Quality,1
1986,SOUTH,26,85,Prime,Website UI,1
1987,NORTH,38,15,Prime,Packing & Shipping,0
1988,WEST,30,24,Prime,Product Quality,0
1989,WEST,21,59,Prime,Website UI,1
1990,EAST,21,87,Prime,Packing & Shipping,1
1991,WEST,66,40,Non_Prime,Packing & Shipping,0
1992,WEST,55,31,Non_Prime,Website UI,0
1993,WEST,37,98,Prime,Packing & Shipping,1
1994,WEST,60,32,Prime,Packing & Shipping,0
1995,WEST,37,39,Prime,Packing & Shipping,0
1996,WEST,24,55,Prime,Packing & Shipping,1
1997,EAST,40,65,Non_Prime,Product Quality,1
1998,NORTH,51,28,Prime,Product Quality,0
1999,SOUTH,42,5,Prime,Website UI,0
2000,NORTH,27,71,Prime,Website UI,1
2001,EAST,28,56,Prime,Website UI,1
2002,SOUTH,53,21,Non_Prime,Packing & Shipping,0
2003,WEST,57,33,Non_Prime,Product Quality,0
2004,WEST,26,43,Prime,Website UI,1
2005,WEST,45,52,Non_Prime,Website UI,1
2006,NORTH,54,19,Non_Prime,Website UI,0
2007,SOUTH,66,29,Non_Prime,Website UI,0
2008,SOUTH,50,36,Non_Prime,Website UI,0
2009,SOUTH,20,51,Prime,Product Quality,1
2010,WEST,35,33,Non_Prime,Packing & Shipping,0
2011,NORTH,35,83,Prime,Website UI,1
2012,NORTH,30,14,Non_Prime,Product Quality,0
2013,WEST,55,24,Non_Prime,Product Quality,0
2014,SOUTH,52,12,Prime,Product Quality,0
2015,WEST,23,66,Non_Prime,Website UI,1
2016,SOUTH,32,32,Prime,Website UI,1
2017,NORTH,32,44,Prime,Product Quality,1
2018,EAST,31,5,Prime,Packing & Shipping,0
2019,SOUTH,18,93,Prime,Product Quality,1
2020,SOUTH,22,30,Prime,Packing & Shipping,1
2021,SOUTH,52,14,Prime,Product Quality,0
2022,NORTH,26,43,Non_Prime,Packing & Shipping,1
2023,SOUTH,26,96,Non_Prime,Packing & Shipping,1
2024,NORTH,35,95,Non_Prime,Website UI,1
2025,WEST,68,23,Non_Prime,Packing & Shipping,0
2026,WEST,40,15,Non_Prime,Product Quality,0
2027,SOUTH,46,38,Non_Prime,Packing & Shipping,0
2028,SOUTH,43,5,Non_Prime,Website UI,0
2029,NORTH,46,10,Non_Prime,Packing & Shipping,0
2030,SOUTH,68,33,Non_Prime,Website UI,0
2031,NORTH,32,57,Non_Prime,Packing & Shipping,1
2032,SOUTH,48,23,Non_Prime,Packing & Shipping,0
2033,WEST,57,12,Prime,Packing & Shipping,0
2034,WEST,40,34,Non_Prime,Website UI,0
2035,SOUTH,34,87,Prime,Product Quality,1
2036,NORTH,48,15,Non_Prime,Website UI,0
2037,WEST,61,25,Non_Prime,Product Quality,0
2038,EAST,40,38,Non_Prime,Website UI,0
2039,EAST,29,51,Prime,Packing & Shipping,1
2040,SOUTH,42,79,Prime,Product Quality,1
2041,WEST,20,43,Non_Prime,Product Quality,1
2042,SOUTH,62,13,Non_Prime,Packing & Shipping,0
2043,NORTH,40,76,Prime,Packing & Shipping,1
2044,SOUTH,60,11,Non_Prime,Packing & Shipping,0
2045,SOUTH,47,18,Non_Prime,Product Quality,0
2046,WEST,52,19,Non_Prime,Website UI,0
2047,SOUTH,39,9,Non_Prime,Website UI,0
2048,NORTH,69,39,Prime,Product Quality,0
2049,SOUTH,34,17,Prime,Website UI,0
2050,SOUTH,34,16,Non_Prime,Website UI,0
2051,NORTH,34,100,Prime,Product Quality,1
2052,EAST,56,37,Prime,Product Quality,0
2053,SOUTH,40,93,Prime,Packing & Shipping,1
2054,WEST,46,19,Non_Prime,Product Quality,0
2055,NORTH,24,54,Non_Prime,Website UI,1
2056,WEST,64,27,Non_Prime,Packing & Shipping,0
2057,SOUTH,60,23,Prime,Packing & Shipping,0
2058,EAST,43,26,Non_Prime,Packing & Shipping,0
2059,SOUTH,62,31,Non_Prime,Website UI,0
2060,NORTH,41,8,Non_Prime,Website UI,0
2061,SOUTH,70,35,Prime,Website UI,0
2062,SOUTH,65,34,Non_Prime,Packing & Shipping,0
2063,SOUTH,39,17,Prime,Product Quality,0
2064,SOUTH,36,39,Non_Prime,Product Quality,0
2065,WEST,47,16,Non_Prime,Product Quality,0
2066,SOUTH,37,52,Non_Prime,Website UI,1
2067,WEST,27,65,Non_Prime,Website UI,1
2068,WEST,23,53,Prime,Website UI,1
2069,SOUTH,22,72,Prime,Website UI,1
2070,NORTH,25,35,Prime,Packing & Shipping,1
2071,SOUTH,25,44,Non_Prime,Product Quality,1
2072,WEST,31,47,Prime,Website UI,1
2073,NORTH,41,38,Prime,Website UI,0
2074,NORTH,53,23,Non_Prime,Website UI,0
2075,WEST,69,34,Non_Prime,Website UI,0
2076,WEST,20,93,Prime,Packing & Shipping,1
2077,NORTH,37,10,Non_Prime,Website UI,0
2078,NORTH,44,25,Non_Prime,Packing & Shipping,0
2079,EAST,42,37,Prime,Website UI,0
2080,EAST,63,34,Non_Prime,Product Quality,0
2081,NORTH,34,49,Non_Prime,Packing & Shipping,1
2082,NORTH,40,13,Prime,Packing & Shipping,0
2083,EAST,40,70,Prime,Product Quality,1
2084,WEST,18,33,Prime,Packing & Shipping,1
2085,EAST,60,5,Non_Prime,Packing & Shipping,0
2086,WEST,45,41,Prime,Product Quality,1
2087,NORTH,38,31,Prime,Website UI,0
2088,WEST,40,32,Non_Prime,Product Quality,0
2089,EAST,29,98,Prime,Website UI,1
2090,NORTH,59,31,Non_Prime,Website UI,0
2091,EAST,31,46,Prime,Packing & Shipping,1
2092,NORTH,25,61,Prime,Product Quality,1
2093,SOUTH,34,27,Prime,Product Quality,0
2094,NORTH,55,27,Non_Prime,Product Quality,0
2095,WEST,63,5,Non_Prime,Website UI,0
2096,WEST,37,60,Prime,Packing & Shipping,1
2097,WEST,61,11,Non_Prime,Packing & Shipping,0
2098,NORTH,47,22,Non_Prime,Website UI,0
2099,SOUTH,23,40,Prime,Website UI,1
2100,WEST,45,58,Prime,Website UI,1
2101,NORTH,37,38,Non_Prime,Product Quality,0
2102,EAST,19,30,Prime,Product Quality,1
2103,SOUTH,31,22,Non_Prime,Packing & Shipping,0
2104,SOUTH,44,60,Prime,Website UI,1
2105,WEST,42,67,Prime,Packing & Shipping,1
2106,NORTH,68,6,Non_Prime,Packing & Shipping,0
2107,EAST,43,39,Non_Prime,Packing & Shipping,0
2108,WEST,69,27,Prime,Packing & Shipping,0
2109,SOUTH,50,22,Prime,Packing & Shipping,0
2110,WEST,34,99,Prime,Product Quality,1
2111,WEST,22,66,Prime,Website UI,1
2112,SOUTH,37,94,Non_Prime,Website UI,1
2113,SOUTH,42,35,Prime,Packing & Shipping,1
2114,SOUTH,58,14,Prime,Packing & Shipping,0
2115,WEST,34,88,Prime,Website UI,1
2116,SOUTH,55,9,Prime,Product Quality,0
2117,NORTH,63,7,Prime,Product Quality,0
2118,SOUTH,51,10,Prime,Website UI,0
2119,WEST,39,89,Non_Prime,Packing & Shipping,1
2120,SOUTH,36,99,Prime,Product Quality,1
2121,NORTH,31,49,Prime,Website UI,1
2122,NORTH,51,9,Prime,Website UI,0
2123,NORTH,39,14,Non_Prime,Website UI,0
2124,NORTH,63,19,Non_Prime,Website UI,0
2125,NORTH,41,27,Non_Prime,Website UI,0
2126,SOUTH,66,28,Prime,Packing & Shipping,0
2127,NORTH,20,61,Prime,Packing & Shipping,1
2128,SOUTH,38,57,Non_Prime,Product Quality,1
2129,EAST,50,14,Non_Prime,Product Quality,0
2130,SOUTH,34,38,Prime,Website UI,1
2131,WEST,34,61,Prime,Product Quality,1
2132,SOUTH,18,53,Prime,Product Quality,1
2133,SOUTH,25,33,Prime,Product Quality,1
2134,NORTH,21,82,Prime,Product Quality,1
2135,NORTH,66,22,Prime,Website UI,0
2136,EAST,40,32,Prime,Packing & Shipping,0
2137,SOUTH,20,89,Prime,Product Quality,1
2138,SOUTH,65,7,Non_Prime,Product Quality,0
2139,SOUTH,31,40,Prime,Packing & Shipping,1
2140,EAST,35,8,Prime,Website UI,0
2141,NORTH,48,38,Non_Prime,Packing & Shipping,0
2142,EAST,36,42,Prime,Product Quality,1
2143,WEST,33,32,Non_Prime,Packing & Shipping,0
2144,SOUTH,34,32,Prime,Website UI,1
2145,EAST,20,76,Prime,Packing & Shipping,1
2146,SOUTH,52,38,Non_Prime,Website UI,0
2147,SOUTH,68,29,Prime,Packing & Shipping,0
2148,SOUTH,28,32,Prime,Website UI,1
2149,WEST,56,15,Non_Prime,Product Quality,0
2150,EAST,39,67,Non_Prime,Product Quality,1
2151,EAST,35,9,Prime,Packing & Shipping,0
2152,EAST,33,34,Prime,Packing & Shipping,1
2153,NORTH,32,82,Prime,Website UI,1
2154,WEST,37,53,Prime,Website UI,1
2155,SOUTH,30,12,Prime,Packing & Shipping,0
2156,WEST,48,16,Prime,Product Quality,0
2157,WEST,45,94,Prime,Website UI,1
2158,EAST,33,81,Prime,Website UI,1
2159,WEST,49,36,Non_Prime,Product Quality,0
2160,NORTH,56,38,Prime,Product Quality,0
2161,EAST,34,33,Non_Prime,Website UI,1
2162,SOUTH,31,80,Prime,Packing & Shipping,1
2163,NORTH,50,14,Non_Prime,Product Quality,0
2164,SOUTH,26,66,Prime,Website UI,1
2165,NORTH,47,36,Non_Prime,Website UI,0
2166,NORTH,55,15,Prime,Packing & Shipping,0
2167,WEST,63,19,Non_Prime,Product Quality,0
2168,SOUTH,18,44,Non_Prime,Product Quality,1
2169,WEST,63,20,Prime,Product Quality,0
2170,EAST,51,37,Non_Prime,Website UI,0
2171,EAST,70,26,Non_Prime,Packing & Shipping,0
2172,WEST,55,9,Non_Prime,Product Quality,0
2173,SOUTH,24,64,Prime,Website UI,1
2174,NORTH,18,87,Non_Prime,Packing & Shipping,1
2175,SOUTH,32,10,Non_Prime,Website UI,0
2176,WEST,68,8,Non_Prime,Website UI,0
2177,WEST,60,22,Non_Prime,Website UI,0
2178,SOUTH,55,31,Prime,Website UI,0
2179,EAST,69,34,Non_Prime,Product Quality,0
2180,SOUTH,53,13,Prime,Product Quality,0
2181,NORTH,20,31,Prime,Product Quality,1
2182,SOUTH,36,58,Prime,Website UI,1
2183,WEST,24,74,Prime,Product Quality,1
2184,WEST,25,44,Prime,Packing & Shipping,1
2185,SOUTH,40,5,Non_Prime,Product Quality,0
2186,NORTH,34,13,Prime,Packing & Shipping,0
2187,NORTH,51,33,Prime,Product Quality,0
2188,SOUTH,28,66,Non_Prime,Packing & Shipping,1
2189,SOUTH,43,38,Prime,Packing & Shipping,0
2190,WEST,18,79,Prime,Product Quality,1
2191,WEST,66,37,Non_Prime,Packing & Shipping,0
2192,SOUTH,28,79,Non_Prime,Product Quality,1
2193,SOUTH,33,34,Non_Prime,Website UI,0
2194,NORTH,66,33,Prime,Packing & Shipping,0
2195,SOUTH,45,33,Non_Prime,Product Quality,0
2196,WEST,48,39,Non_Prime,Website UI,0
2197,NORTH,43,18,Prime,Website UI,0
2198,WEST,31,23,Prime,Product Quality,0
2199,WEST,36,62,Prime,Product Quality,1
2200,SOUTH,36,22,Non_Prime,Packing & Shipping,0
2201,NORTH,37,51,Non_Prime,Product Quality,1
2202,EAST,21,44,Prime,Packing & Shipping,1
2203,EAST,25,96,Prime,Packing & Shipping,1
2204,NORTH,65,13,Non_Prime,Website UI,0
2205,SOUTH,58,32,Non_Prime,Product Quality,0
2206,EAST,21,76,Prime,Packing & Shipping,1
2207,NORTH,52,37,Prime,Product Quality,0
2208,SOUTH,29,64,Prime,Packing & Shipping,1
2209,WEST,52,39,Non_Prime,Product Quality,0
2210,NORTH,45,33,Non_Prime,Product Quality,0
2211,NORTH,55,27,Non_Prime,Packing & Shipping,0
2212,SOUTH,66,32,Prime,Packing & Shipping,0
2213,WEST,65,11,Prime,Product Quality,0
2214,NORTH,36,32,Non_Prime,Website UI,0
2215,WEST,60,20,Prime,Website UI,0
2216,WEST,61,33,Non_Prime,Product Quality,0
2217,SOUTH,32,95,Prime,Packing & Shipping,1
2218,WEST,32,18,Prime,Product Quality,0
2219,WEST,31,78,Prime,Product Quality,1
2220,WEST,30,54,Prime,Product Quality,1
2221,WEST,60,38,Prime,Product Quality,0
2222,WEST,32,48,Prime,Website UI,1
2223,EAST,59,14,Non_Prime,Packing & Shipping,0
2224,SOUTH,69,29,Non_Prime,Website UI,0
2225,SOUTH,27,67,Prime,Product Quality,1
2226,WEST,18,100,Prime,Packing & Shipping,1
2227,EAST,27,60,Prime,Website UI,1
2228,WEST,36,43,Prime,Product Quality,1
2229,WEST,62,15,Non_Prime,Product Quality,0
2230,NORTH,33,63,Prime,Website UI,1
2231,SOUTH,68,37,Prime,Product Quality,0
2232,EAST,53,8,Prime,Website UI,0
2233,EAST,20,59,Prime,Packing & Shipping,1
2234,EAST,51,8,Prime,Website UI,0
2235,NORTH,19,65,Non_Prime,Product Quality,1
2236,WEST,42,16,Prime,Website UI,0
2237,SOUTH,43,69,Prime,Packing & Shipping,1
2238,SOUTH,47,24,Non_Prime,Product Quality,0
2239,SOUTH,31,92,Prime,Packing & Shipping,1
2240,NORTH,66,5,Non_Prime,Website UI,0
2241,SOUTH,33,87,Prime,Packing & Shipping,1
2242,WEST,28,60,Prime,Packing & Shipping,1
2243,SOUTH,69,39,Non_Prime,Packing & Shipping,0
2244,EAST,40,11,Prime,Product Quality,0
2245,WEST,37,18,Non_Prime,Website UI,0
2246,NORTH,51,31,Non_Prime,Packing & Shipping,0
2247,NORTH,38,13,Non_Prime,Website UI,0
2248,SOUTH,65,40,Non_Prime,Product Quality,0
2249,NORTH,54,32,Non_Prime,Website UI,0
2250,NORTH,27,78,Prime,Packing & Shipping,1
2251,NORTH,36,30,Non_Prime,Product Quality,0
2252,NORTH,41,30,Prime,Packing & Shipping,1
2253,EAST,53,26,Non_Prime,Product Quality,0
2254,SOUTH,43,10,Non_Prime,Website UI,0
2255,WEST,63,23,Prime,Website UI,0
2256,WEST,33,15,Non_Prime,Packing & Shipping,0
2257,EAST,64,18,Non_Prime,Website UI,0
2258,NORTH,43,35,Non_Prime,Website UI,0
2259,SOUTH,35,87,Non_Prime,Website UI,1
2260,EAST,19,38,Prime,Website UI,1
2261,WEST,57,7,Non_Prime,Product Quality,0
2262,NORTH,62,18,Non_Prime,Product Quality,0
2263,WEST,42,85,Prime,Packing & Shipping,1
2264,SOUTH,31,93,Prime,Product Quality,1
2265,SOUTH,42,46,Non_Prime,Website UI,1
2266,NORTH,45,59,Prime,Packing & Shipping,1
2267,EAST,30,59,Prime,Product Quality,1
2268,SOUTH,60,16,Prime,Website UI,0
2269,WEST,20,77,Prime,Packing & Shipping,1
2270,WEST,52,36,Prime,Packing & Shipping,0
2271,EAST,28,56,Prime,Website UI,1
2272,NORTH,19,92,Prime,Packing & Shipping,1
2273,EAST,24,33,Prime,Packing & Shipping,1
2274,NORTH,41,99,Non_Prime,Packing & Shipping,1
2275,SOUTH,69,26,Prime,Website UI,0
2276,NORTH,42,95,Prime,Website UI,1
2277,EAST,23,95,Prime,Packing & Shipping,1
2278,WEST,38,24,Prime,Packing & Shipping,0
2279,WEST,42,50,Prime,Website UI,1
2280,SOUTH,41,78,Prime,Product Quality,1
2281,NORTH,69,18,Prime,Website UI,0
2282,SOUTH,35,32,Prime,Product Quality,0
2283,NORTH,23,32,Non_Prime,Packing & Shipping,1
2284,SOUTH,35,37,Non_Prime,Packing & Shipping,0
2285,SOUTH,33,23,Non_Prime,Packing & Shipping,0
2286,SOUTH,34,27,Prime,Product Quality,0
2287,SOUTH,40,17,Non_Prime,Packing & Shipping,0
2288,NORTH,33,28,Prime,Packing & Shipping,0
2289,WEST,35,90,Non_Prime,Packing & Shipping,1
2290,WEST,53,34,Non_Prime,Product Quality,0
2291,WEST,36,95,Prime,Website UI,1
2292,SOUTH,37,61,Prime,Website UI,1
2293,SOUTH,21,59,Prime,Packing & Shipping,1
2294,NORTH,39,30,Prime,Product Quality,0
2295,NORTH,22,49,Prime,Website UI,1
2296,WEST,34,29,Non_Prime,Product Quality,0
2297,SOUTH,18,71,Non_Prime,Website UI,1
2298,SOUTH,38,11,Prime,Packing & Shipping,0
2299,EAST,23,30,Prime,Product Quality,1
2300,NORTH,20,30,Non_Prime,Packing & Shipping,1
2301,NORTH,31,32,Non_Prime,Product Quality,0
2302,NORTH,37,8,Non_Prime,Product Quality,0
2303,WEST,61,15,Prime,Product Quality,0
2304,WEST,41,99,Non_Prime,Website UI,1
2305,EAST,39,75,Prime,Packing & Shipping,1
2306,WEST,33,29,Non_Prime,Packing & Shipping,0
2307,SOUTH,48,38,Non_Prime,Packing & Shipping,0
2308,EAST,59,28,Non_Prime,Packing & Shipping,0
2309,WEST,59,17,Prime,Packing & Shipping,0
2310,SOUTH,32,37,Non_Prime,Website UI,0
2311,WEST,36,62,Prime,Product Quality,1
2312,SOUTH,40,37,Prime,Product Quality,0
2313,SOUTH,40,89,Non_Prime,Product Quality,1
2314,SOUTH,30,22,Prime,Website UI,0
2315,WEST,53,27,Non_Prime,Product Quality,0
2316,WEST,55,9,Non_Prime,Packing & Shipping,0
2317,WEST,60,37,Non_Prime,Product Quality,0
2318,NORTH,22,80,Prime,Product Quality,1
2319,WEST,38,18,Prime,Packing & Shipping,0
2320,WEST,26,89,Prime,Packing & Shipping,1
2321,EAST,38,86,Prime,Product Quality,1
2322,WEST,39,74,Prime,Website UI,1
2323,WEST,54,22,Prime,Website UI,0
2324,SOUTH,59,26,Prime,Website UI,0
2325,NORTH,39,56,Non_Prime,Packing & Shipping,1
2326,SOUTH,22,72,Prime,Packing & Shipping,1
2327,SOUTH,18,69,Prime,Packing & Shipping,1
2328,EAST,31,41,Prime,Packing & Shipping,1
2329,NORTH,31,94,Prime,Product Quality,1
2330,NORTH,41,58,Prime,Packing & Shipping,1
2331,NORTH,25,99,Non_Prime,Website UI,1
2332,WEST,31,11,Non_Prime,Packing & Shipping,0
2333,WEST,44,15,Prime,Packing & Shipping,0
2334,NORTH,43,37,Non_Prime,Website UI,1
2335,EAST,41,6,Non_Prime,Product Quality,0
2336,WEST,47,32,Prime,Packing & Shipping,0
2337,NORTH,29,65,Prime,Product Quality,1
2338,SOUTH,24,76,Prime,Packing & Shipping,1
2339,NORTH,19,72,Non_Prime,Packing & Shipping,1
2340,WEST,21,74,Prime,Packing & Shipping,1
2341,WEST,64,33,Prime,Product Quality,0
2342,EAST,53,21,Prime,Packing & Shipping,0
2343,WEST,46,35,Prime,Packing & Shipping,0
2344,EAST,64,16,Non_Prime,Website UI,0
2345,NORTH,27,73,Prime,Packing & Shipping,1
2346,EAST,61,34,Non_Prime,Product Quality,0
2347,SOUTH,44,41,Prime,Product Quality,1
2348,EAST,34,18,Non_Prime,Website UI,0
2349,NORTH,46,25,Non_Prime,Packing & Shipping,0
2350,SOUTH,37,92,Prime,Product Quality,1
2351,EAST,22,84,Prime,Website UI,1
2352,WEST,20,54,Non_Prime,Packing & Shipping,1
2353,SOUTH,31,82,Prime,Product Quality,1
2354,WEST,35,35,Prime,Product Quality,0
2355,EAST,27,77,Prime,Packing & Shipping,1
2356,EAST,67,29,Non_Prime,Product Quality,0
2357,NORTH,53,17,Prime,Product Quality,0
2358,SOUTH,33,76,Prime,Website UI,1
2359,WEST,59,32,Non_Prime,Packing & Shipping,0
2360,WEST,54,7,Prime,Website UI,0
2361,NORTH,45,27,Prime,Packing & Shipping,0
2362,NORTH,35,42,Prime,Packing & Shipping,1
2363,WEST,21,84,Prime,Website UI,1
2364,NORTH,53,34,Non_Prime,Product Quality,0
2365,WEST,63,20,Non_Prime,Product Quality,0
2366,NORTH,58,17,Non_Prime,Packing & Shipping,0
2367,EAST,38,7,Non_Prime,Product Quality,0
2368,SOUTH,34,44,Prime,Website UI,1
2369,NORTH,40,62,Prime,Product Quality,1
2370,NORTH,65,40,Prime,Packing & Shipping,0
2371,NORTH,27,49,Non_Prime,Packing & Shipping,1
2372,NORTH,43,38,Non_Prime,Website UI,0
2373,NORTH,20,42,Prime,Product Quality,1
2374,WEST,43,31,Prime,Website UI,0
2375,WEST,44,47,Non_Prime,Website UI,1
2376,NORTH,50,6,Non_Prime,Website UI,0
2377,NORTH,44,41,Prime,Packing & Shipping,1
2378,SOUTH,42,37,Prime,Product Quality,0
2379,WEST,27,99,Prime,Website UI,1
2380,WEST,21,99,Non_Prime,Website UI,1
2381,SOUTH,30,81,Prime,Packing & Shipping,1
2382,EAST,23,88,Prime,Product Quality,1
2383,NORTH,36,30,Prime,Product Quality,1
2384,WEST,39,12,Prime,Website UI,0
2385,NORTH,70,28,Non_Prime,Packing & Shipping,0
2386,NORTH,62,36,Non_Prime,Packing & Shipping,0
2387,NORTH,33,29,Prime,Packing & Shipping,0
2388,SOUTH,41,83,Prime,Packing & Shipping,1
2389,NORTH,18,62,Non_Prime,Product Quality,1
2390,NORTH,38,47,Prime,Product Quality,1
2391,WEST,20,67,Non_Prime,Product Quality,1
2392,SOUTH,55,32,Non_Prime,Product Quality,0
2393,WEST,46,28,Non_Prime,Packing & Shipping,0
2394,NORTH,38,95,Prime,Product Quality,1
2395,EAST,47,35,Prime,Product Quality,0
2396,NORTH,50,23,Non_Prime,Packing & Shipping,0
2397,EAST,32,24,Non_Prime,Product Quality,0
2398,WEST,35,36,Non_Prime,Packing & Shipping,0
2399,NORTH,29,37,Prime,Product Quality,1
2400,EAST,37,53,Prime,Packing & Shipping,1
2401,EAST,61,25,Non_Prime,Packing & Shipping,0
2402,NORTH,42,32,Non_Prime,Product Quality,0
2403,NORTH,18,96,Prime,Website UI,1
2404,WEST,64,5,Non_Prime,Product Quality,0
2405,WEST,21,45,Prime,Product Quality,1
2406,SOUTH,68,37,Prime,Website UI,0
2407,NORTH,34,21,Non_Prime,Product Quality,0
2408,WEST,48,33,Non_Prime,Product Quality,0
2409,WEST,70,38,Non_Prime,Packing & Shipping,0
2410,NORTH,33,69,Prime,Website UI,1
2411,EAST,22,93,Prime,Product Quality,1
2412,NORTH,59,18,Prime,Packing & Shipping,0
2413,NORTH,60,19,Prime,Product Quality,0
2414,NORTH,49,12,Non_Prime,Product Quality,0
2415,EAST,31,61,Non_Prime,Packing & Shipping,1
2416,SOUTH,50,37,Non_Prime,Packing & Shipping,0
2417,SOUTH,45,81,Prime,Product Quality,1
2418,SOUTH,26,98,Prime,Website UI,1
2419,SOUTH,45,60,Non_Prime,Product Quality,1
2420,EAST,63,30,Prime,Website UI,0
2421,WEST,55,17,Non_Prime,Website UI,0
2422,WEST,51,18,Prime,Website UI,0
2423,NORTH,28,65,Prime,Website UI,1
2424,SOUTH,33,92,Prime,Website UI,1
2425,NORTH,70,17,Non_Prime,Product Quality,0
2426,NORTH,67,22,Non_Prime,Packing & Shipping,0
2427,NORTH,28,38,Prime,Packing & Shipping,1
2428,WEST,25,99,Prime,Packing & Shipping,1
2429,WEST,42,43,Prime,Website UI,1
2430,WEST,34,25,Non_Prime,Website UI,0
2431,NORTH,21,83,Prime,Website UI,1
2432,SOUTH,42,96,Prime,Packing & Shipping,1
2433,NORTH,46,14,Prime,Packing & Shipping,0
2434,EAST,34,64,Non_Prime,Website UI,1
2435,SOUTH,27,80,Prime,Packing & Shipping,1
2436,NORTH,45,47,Prime,Product Quality,1
2437,SOUTH,19,98,Prime,Product Quality,1
2438,EAST,54,36,Non_Prime,Website UI,0
2439,EAST,43,70,Prime,Packing & Shipping,1
2440,NORTH,41,24,Non_Prime,Packing & Shipping,0
2441,NORTH,41,62,Prime,Website UI,1
2442,EAST,35,55,Prime,Packing & Shipping,1
2443,WEST,65,8,Non_Prime,Website UI,0
2444,WEST,28,66,Non_Prime,Website UI,1
2445,WEST,22,41,Prime,Product Quality,1
2446,NORTH,68,31,Prime,Packing & Shipping,0
2447,WEST,38,31,Non_Prime,Packing & Shipping,0
2448,SOUTH,25,81,Non_Prime,Website UI,1
2449,SOUTH,31,32,Prime,Packing & Shipping,0
2450,WEST,22,36,Prime,Product Quality,1
2451,SOUTH,21,67,Non_Prime,Product Quality,1
2452,WEST,47,17,Non_Prime,Website UI,0
2453,WEST,24,70,Prime,Product Quality,1
2454,EAST,37,98,Prime,Packing & Shipping,1
2455,SOUTH,24,75,Prime,Packing & Shipping,1
2456,EAST,31,27,Prime,Website UI,0
2457,NORTH,39,32,Non_Prime,Packing & Shipping,0
2458,WEST,44,46,Prime,Website UI,1
2459,NORTH,57,5,Prime,Packing & Shipping,0
2460,SOUTH,43,7,Non_Prime,Website UI,0
2461,EAST,53,7,Prime,Packing & Shipping,0
2462,EAST,43,89,Prime,Packing & Shipping,1
2463,WEST,39,31,Prime,Product Quality,0
2464,NORTH,37,83,Prime,Website UI,1
2465,SOUTH,18,76,Prime,Product Quality,1
2466,NORTH,58,38,Non_Prime,Website UI,0
2467,NORTH,25,66,Prime,Packing & Shipping,1
2468,EAST,19,89,Non_Prime,Website UI,1
2469,NORTH,45,89,Non_Prime,Website UI,1
2470,EAST,29,72,Non_Prime,Website UI,1
2471,SOUTH,53,32,Non_Prime,Product Quality,0
2472,SOUTH,30,12,Non_Prime,Packing & Shipping,0
2473,NORTH,40,46,Prime,Website UI,1
2474,NORTH,49,34,Non_Prime,Website UI,0
2475,SOUTH,32,31,Prime,Product Quality,0
2476,WEST,28,45,Prime,Product Quality,1
2477,NORTH,36,61,Prime,Product Quality,1
2478,WEST,62,20,Prime,Product Quality,0
2479,NORTH,44,38,Prime,Website UI,0
2480,EAST,41,13,Prime,Product Quality,0
2481,SOUTH,64,22,Non_Prime,Packing & Shipping,0
2482,EAST,28,87,Prime,Packing & Shipping,1
2483,NORTH,41,78,Prime,Product Quality,1
2484,SOUTH,18,75,Non_Prime,Website UI,1
2485,EAST,43,7,Prime,Product Quality,0
2486,SOUTH,62,7,Prime,Packing & Shipping,0
2487,NORTH,34,11,Non_Prime,Website UI,0
2488,NORTH,40,16,Non_Prime,Product Quality,0
2489,SOUTH,70,40,Prime,Product Quality,0
2490,EAST,34,36,Non_Prime,Website UI,0
2491,NORTH,36,34,Prime,Website UI,1
2492,NORTH,34,38,Prime,Website UI,1
2493,NORTH,42,95,Prime,Product Quality,1
2494,WEST,60,31,Non_Prime,Website UI,0
2495,NORTH,36,45,Prime,Packing & Shipping,1
2496,SOUTH,36,41,Prime,Packing & Shipping,1
2497,NORTH,45,67,Prime,Product Quality,1
2498,SOUTH,62,26,Non_Prime,Product Quality,0
